paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
34360221,"""Don't Know"" Responses for Nicotine Vaping Product Features among Adult Vapers: Findings from the 2018 and 2020 ITC Four Country Smoking and Vaping Surveys.",2021,COI Declared,Not coded,Not applicable,,,
34347823,Examining the sources of evidence in e-cigarette policy recommendations: A citation network analysis of international public health recommendations.,2021,Independent,Not coded,Not applicable,,,
34343086,"Nicotine Addiction, Maurice Seevers, and the First Surgeon General Report on Cigarette Smoking and Health: Conflicting Terms and Interests.",2021,Independent,Not coded,Negative,,addiction; addictive,
34335858,An Analysis of the Altria-Juul Labs Deal: Antitrust and Population Health Implications.,2021,Independent,Mixed,Not applicable,,,
34335492,"Endophytic Fungal Community of Tobacco Leaves and Their Potential Role in the Formation of ""Cherry-Red"" Tobacco.",2021,Independent,Not coded,Not applicable,,,
34300072,Perceived Susceptibility to and Seriousness of COVID-19: Associations of Risk Perceptions with Changes in Smoking Behavior.,2021,COI Declared,Negative,Mixed,quit; efficacy,addiction; dependence; nicotine dependence; nicotine addiction,
34259751,"[Electronic nicotine delivery systems in Brazilian state capitals: prevalence, profile of use, and implications for the National Tobacco Control Policy].",2021,Independent,Not coded,Mixed,successful,negative impact; initiation,
34257150,JUUL releases more nicotine in the first puffs.,2023,COI Declared,Not coded,Not applicable,,,
34205612,"Exposure to Heated Tobacco Products and Adverse Health Effects, a Systematic Review.",2021,Independent,Not coded,Not applicable,,,
34198807,Adoption of Tobacco 21: A Cross-Case Analysis of Ten US States.,2021,Independent,Not coded,Mixed,favorable,youth tobacco; epidemic,
34196886,Changes in biomarkers after 180 days of tobacco heating product use: a randomised trial.,2021,Tobacco Company,Not coded,Negative,,deleterious,
34187835,Preoperative contingency management intervention for smoking abstinence in cancer patients: trial protocol for a multisite randomised controlled trial.,2021,COI Declared,Negative,Negative,,toxicity; cancer; mortality,
34175001,Targeted smoking cessation for dual users of combustible and electronic cigarettes: a randomised controlled trial.,2021,COI Declared,Positive,Neutral,cessation; quit smoking; abstinence; efficacy,,not significantly
34163314,Perceived health risks associated with the use of tobacco and nicotine products during the COVID-19 pandemic.,2021,COI Declared,Not coded,Not applicable,,,
34161028,[Tobacco industry strategies to attract new and young smokers].,2021,Independent,Not coded,Positive,effectiveness,,
34160934,"[""Nicotine industry: risk reduction,an exclusively financial objective""].",2021,Independent,Not coded,Not applicable,,,
34151513,A mixed effects model for analyzing area under the curve of longitudinally measured biomarkers with missing data.,2021,COI Declared,Not coded,Not applicable,,,
34131073,"Smokers' awareness of filter ventilation, and how they believe it affects them: findings from the ITC Four Country Survey.",2021,COI Declared,Mixed,Not applicable,,,
34127550,E-cigarette manufacturers' compliance with clinical trial reporting expectations: a case series of registered trials by Juul Labs.,2023,COI Declared,Not coded,Positive,benefits,,
34123982,Stopping Smokeless Tobacco Use: A Call to Action.,2021,Independent,Not coded,Not applicable,,,
34103419,"Underutilisation of no-tobacco-sale orders against retailers that repeatedly sell to minors, 2015-2019, USA.",2022,COI Declared,Not coded,Negative,,epidemic,
34086706,Smokers' cognitive and behavioural reactions during the early phase of the COVID-19 pandemic: Findings from the 2020 ITC Four Country Smoking and Vaping Survey.,2021,COI Declared,Positive,Positive,quit; quitting,,
34083603,The impact of second-hand smoke on nitrogen oxides concentrations in a small interior.,2021,Independent,Not coded,Negative,,health hazard,
34078653,Industry tactics in anticipation of strengthened regulation: BIDI Vapor unveils non-characterising BIDI Stick flavours on digital media platforms.,2023,Independent,Not coded,Not applicable,,,
34078640,Covid 19: How harm reduction advocates and the tobacco industry capitalised on the pandemic to promote nicotine.,2021,COI Declared,Not coded,Not applicable,,,
34031224,New products that facilitate stealth vaping: the case of SLEAV.,2022,Independent,Not coded,Not applicable,,,
34021061,Characterisation of vaping liquids used in vaping devices across four countries: results from an analysis of selected vaping liquids reported by users in the 2016 ITC Four Country Smoking and Vaping Survey.,2023,COI Declared,Not coded,Not applicable,,,
34016296,Nicotine and cannabis vaping among adolescents in treatment for substance use disorders.,2021,COI Declared,Negative,Not applicable,,,
34006276,An updated overview of e-cigarette impact on human health.,2021,Independent,Mixed,Mixed,safer,harmful,
33983445,The Flavor Train: The Nature and Extent of Flavored Cigarettes in Low- and Middle-Income Countries.,2021,Independent,Not coded,Negative,,increased risk; death,
33980722,"Electrical features, liquid composition and toxicant emissions from 'pod-mod'-like disposable electronic cigarettes.",2022,COI Declared,Not coded,Negative,,toxicant,
33963073,JUUL 'new technology' pods exhibit greater electrical power and nicotine output than previous devices.,2021,COI Declared,Not coded,Not applicable,,,
33958422,Oral nicotine marketing claims in direct-mail advertising.,2022,Independent,Not coded,Not applicable,,,
33957152,Which tobacco control policies do smokers support? Findings from the International Tobacco Control Four Country Smoking and Vaping Survey.,2021,COI Declared,Positive,Positive,quit smoking,,
33924379,Lung Damage Caused by Heated Tobacco Products and Electronic Nicotine Delivery Systems: A Systematic Review.,2021,Independent,Not coded,Negative,,targeting young,
33924109,E-Cigarette Flavors and Frequency of E-Cigarette Use among Adult Dual Users Who Attempt to Quit Cigarette Smoking in the United States: Longitudinal Findings from the PATH Study 2015/16-2016/17.,2021,COI Declared,Positive,Positive,cessation; quit smoking,,
33915029,"Smokeless tobacco analysis: Simultaneous extraction and purification of alkaloids, volatile N-nitrosamines, and polycyclic hydrocarbons for GC-MS/MS.",2021,Independent,Neutral,Negative,,toxic,
33911028,Paying lip service to publication ethics: scientific publishing practices and the Foundation for a Smoke-Free World.,2021,Independent,Not coded,Not applicable,,,
33906338,E-Cigarette Markets and Policy Responses in Southeast Asia: A Scoping Review.,2022,Independent,Not coded,Not applicable,,,
33873029,Nicotine metabolite ratio: Comparison of the three urinary versions to the plasma version and nicotine clearance in three clinical studies.,2021,COI Declared,Not coded,Not applicable,,,
33863833,"Did Philip Morris International use the e-cigarette, or vaping, product use associated lung injury (EVALI) outbreak to market IQOS heated tobacco?",2023,COI Declared,Not coded,Not applicable,,,
33857436,"Effect of an electronic nicotine delivery system with 0, 8, or 36 mg/mL liquid nicotine versus a cigarette substitute on tobacco-related toxicant exposure: a four-arm, parallel-group, randomised, controlled trial.",2021,COI Declared,Negative,Negative,,carcinogen; death,
33849549,"'I perceive it to be less harmful, I have no idea if it is or not:' a qualitative exploration of the harm perceptions of IQOS among adult users.",2021,Independent,Mixed,Mixed,less harmful,harmful,
33839006,"Trends and Patterns of Tobacco and Nicotine Product Use Among Youth in Canada, England, and the United States From 2017 to 2019.",2021,Independent,Not coded,Not applicable,,,
33828613,Does Medication Sampling Improve Compliance with Brief Advice? Results from a Pragmatic Randomized Clinical Trial.,2021,COI Declared,Positive,Positive,cessation,,
33809725,Surveillance of U.S. Corporate Filings Provides a Proactive Approach to Inform Tobacco Regulatory Research Strategy.,2021,Independent,Not coded,Not applicable,,,
33808531,K48-Linked Ubiquitination Contributes to Nicotine-Augmented Bone Marrow-Derived Dendritic-Cell-Mediated Adaptive Immunity.,2021,Independent,Not coded,Not applicable,,,
33797554,Interest in Quitting e-Cigarettes Among Adult e-Cigarette Users With and Without Cigarette Smoking History.,2021,Independent,Positive,Positive,quitting,,
33782198,'Help Save The Planet One Bidi Stick At A Time!': greenwashing disposable vapes.,2022,Tobacco Company,Not coded,Not applicable,,,
33771932,Understanding commercial actors' engagement in policy debates on proposed e-cigarette regulation in Scotland.,2022,Independent,Not coded,Not applicable,,,
33766938,"'Give 'em the vape, sell 'em the pods': razor-and-blades methods of pod e-cigarette pricing.",2022,Independent,Not coded,Not applicable,,,
33762429,Nicotine delivery and cigarette equivalents from vaping a JUULpod.,2022,COI Declared,Not coded,Negative,,addictive; initiation,
33753550,Characteristics and changes over time of nicotine vaping products used by vapers in the 2016 and 2018 ITC Four Country Smoking and Vaping Surveys.,2022,COI Declared,Not coded,Not applicable,,,
33753438,Anticipated responses to a hypothetical minimum price for cigarettes and roll-your-own tobacco: an online cross-sectional survey with cigarette smokers and ex-smokers in the UK.,2021,Independent,Positive,Positive,quit ,,
33748758,E-Cigarettes and Cardiopulmonary Health.,2021,Independent,Negative,Negative,,adverse health; health risk,
33745955,Circumvention of COVID-19-related restrictions on tobacco sales by the e-cigarette industry in South Africa and comparative analyses of heated tobacco product vs combustible cigarette volume sales during 2018-2020.,2021,Independent,Not coded,Negative,,youth use,
33688084,Effects of modified risk tobacco product claims on consumer comprehension and risk perceptions of IQOS.,2022,Independent,Not coded,Not applicable,,,
33675323,Effect of race and glucuronidation rates on the relationship between nicotine metabolite ratio and nicotine clearance.,2021,Independent,Not coded,Not applicable,,,
33673413,Development of a Self-Help Smoking Cessation Intervention for Dual Users of Tobacco Cigarettes and E-Cigarettes.,2021,COI Declared,Positive,Positive,cessation; quitting; stop smoking; efficacious,,
33670741,"Tobacco and E-Cigarettes Point of Sale Advertising-Assessing Compliance with Tobacco Advertising, Promotion and Sponsorship Bans in Poland.",2021,Independent,Not coded,Not applicable,,,
33663799,"Emerging electronic cigarette policies in European member states, Canada, and the United States.",2021,COI Declared,Not coded,Mixed,effectiveness,youth use,
33663702,Vaping and E-Cigarettes Within the Evolving Tobacco Quitline Landscape.,2021,Independent,Positive,Positive,cessation; quitting; harm reduction,,
33653751,Retrospective review of nicotine exposures in California from 2012 to 2018 and analysis of the impacts of e-cigarette regulations.,2021,Independent,Neutral,Neutral,,,no significant
